customer_id,age,gender,region,senior_citizen,partner,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,avg_monthly_calls,data_usage_gb,support_tickets,streaming_tv,tech_support,online_backup,churn
CUST173292,45,Male,West,0,0,45,One Year,Mailed Check,None,29.39,1284.09,50,25.21,1,1,1,0,0
CUST258190,57,Female,South,0,1,10,One Year,Credit Card,Fiber Optic,87.81,945.51,33,,0,1,0,1,0
CUST107574,37,Female,South,0,1,30,Two Year,Bank Transfer,Fiber Optic,95.51,2766.41,46,12.69,2,1,1,1,0
CUST203453,66,Female,West,1,0,33,Month-to-Month,Bank Transfer,Fiber Optic,61.83,2136.56,56,27.75,2,0,0,1,0
CUST145599,50,Male,North,0,0,72,Two Year,Bank Transfer,Fiber Optic,102.83,7415.15,48,1.31,0,0,1,0,0
CUST370708,29,Male,East,0,1,4,Two Year,Bank Transfer,DSL,83.53,318.78,42,1.89,4,1,1,1,0
CUST086683,75,Male,North,1,1,6,Month-to-Month,Credit Card,Fiber Optic,65.46,420.28,36,5.7,3,1,1,1,0
CUST959078,68,Female,West,1,1,5,Two Year,Electronic Check,Fiber Optic,98.63,566.22,39,62.03,3,0,1,0,1
CUST429345,32,Male,South,0,1,26,One Year,Electronic Check,Fiber Optic,82.82,,33,3.04,4,1,0,0,0
CUST445713,58,Female,East,0,0,4,One Year,Bank Transfer,Fiber Optic,94.72,378.65,42,4.71,1,1,0,0,1
CUST105248,56,Male,North,0,0,32,One Year,Mailed Check,DSL,99.8,3093.93,50,21.63,0,1,0,1,0
CUST074665,19,Female,West,0,0,48,Two Year,Bank Transfer,DSL,59.02,2828.84,39,1.68,2,0,1,1,0
CUST547663,46,Female,South,0,0,17,Two Year,Bank Transfer,DSL,82.23,1371.37,41,66.89,1,0,0,0,0
CUST427937,58,Male,South,0,0,24,One Year,Electronic Check,DSL,20.0,512.78,51,16.11,2,1,1,0,0
CUST184215,27,Female,North,0,0,72,Month-to-Month,Mailed Check,Fiber Optic,35.95,2568.04,50,38.38,4,0,0,0,0
CUST522051,19,Male,West,0,1,25,One Year,Electronic Check,None,77.62,1883.8,58,1.87,4,1,1,1,0
CUST790935,68,Female,South,1,0,7,Month-to-Month,Mailed Check,Fiber Optic,74.08,492.42,50,3.17,1,0,0,0,0
CUST452346,28,Male,South,0,1,12,One Year,Credit Card,DSL,41.25,563.31,36,5.56,4,1,1,1,0
CUST349998,30,Male,East,0,1,22,Two Year,Electronic Check,DSL,55.54,1228.36,47,0.63,2,1,1,1,0
CUST183666,27,Female,South,0,1,5,Month-to-Month,Credit Card,Fiber Optic,73.91,418.7,47,0.75,2,1,0,0,1
CUST052274,31,Female,North,0,1,28,Month-to-Month,Credit Card,DSL,64.89,1796.28,58,28.1,1,0,0,1,0
CUST991697,35,Male,West,0,1,72,One Year,Bank Transfer,Fiber Optic,59.29,4327.68,33,0.52,0,1,0,1,0
CUST061294,68,Female,West,1,0,31,Month-to-Month,Mailed Check,DSL,29.74,878.65,40,16.63,0,1,0,0,0
CUST940486,71,Male,East,1,0,13,Month-to-Month,Electronic Check,DSL,73.76,921.05,46,15.17,1,0,1,1,0
CUST130007,26,Male,West,0,0,12,One Year,Bank Transfer,Fiber Optic,60.26,791.47,45,0.91,1,0,1,0,0
CUST497557,74,Female,North,1,0,72,Two Year,Electronic Check,Fiber Optic,119.32,8657.1,59,2.49,0,1,0,0,0
CUST678012,56,Male,South,0,1,61,One Year,Credit Card,DSL,100.12,6012.22,50,7.28,4,0,0,1,0
CUST188156,45,Male,East,0,1,19,Month-to-Month,Electronic Check,None,68.36,1348.62,42,12.32,1,1,1,0,0
CUST106569,20,Female,West,0,1,13,One Year,Electronic Check,DSL,20.0,,46,27.14,2,0,0,1,0
CUST587980,37,Male,East,0,0,37,Month-to-Month,Bank Transfer,DSL,120.0,4493.2,41,8.98,1,0,0,1,1
CUST033381,23,Female,East,0,1,11,Two Year,Mailed Check,Fiber Optic,85.42,991.49,58,33.06,2,1,0,1,0
CUST871072,44,Male,West,0,0,3,One Year,Electronic Check,Fiber Optic,51.24,232.54,41,2.53,2,0,1,0,0
CUST139456,70,Male,East,1,1,11,Two Year,Credit Card,DSL,87.15,1043.82,43,11.7,1,1,1,1,0
CUST066070,19,Male,West,0,0,17,Two Year,Credit Card,Fiber Optic,84.89,1454.84,39,22.34,3,1,0,0,0
CUST328450,46,Female,North,0,0,8,Month-to-Month,Bank Transfer,DSL,48.61,376.48,41,3.19,0,1,1,0,0
CUST790259,55,Female,West,0,0,7,Two Year,Credit Card,None,41.73,291.08,55,18.64,2,0,1,1,0
CUST440226,20,Male,South,0,1,1,Two Year,Electronic Check,Fiber Optic,83.55,77.26,55,6.14,2,1,0,1,0
CUST923177,33,Male,West,0,0,29,One Year,Mailed Check,DSL,91.89,2651.76,38,94.64,2,0,0,0,0
CUST480928,47,Female,South,0,0,28,Month-to-Month,Electronic Check,DSL,73.03,2035.47,43,1.15,0,0,1,0,0
CUST174668,57,Male,East,0,1,6,Two Year,Bank Transfer,Fiber Optic,71.4,484.77,51,9.67,2,0,0,1,0
CUST519670,19,Female,West,0,1,72,Month-to-Month,Credit Card,Fiber Optic,98.85,,46,,0,0,0,1,0
CUST747532,34,Male,South,0,0,15,One Year,Electronic Check,Fiber Optic,61.25,972.74,55,13.53,2,1,0,0,0
CUST533435,58,Female,West,0,1,1,Month-to-Month,Electronic Check,None,20.0,19.58,38,8.45,2,1,0,0,1
CUST268824,29,Male,West,0,0,7,One Year,Credit Card,DSL,78.36,474.9,50,8.64,1,0,1,0,0
CUST965687,52,Female,West,0,0,35,Two Year,Mailed Check,Fiber Optic,93.82,3313.38,46,6.24,2,1,1,1,0
CUST548674,60,Female,North,1,1,6,Month-to-Month,Mailed Check,Fiber Optic,76.88,383.63,40,5.03,1,1,1,0,0
CUST624835,18,Male,South,0,0,1,Two Year,Mailed Check,Fiber Optic,33.03,37.36,51,10.81,2,0,0,1,0
CUST251049,72,Male,North,1,1,28,Month-to-Month,Credit Card,Fiber Optic,48.96,1477.01,46,16.56,2,1,0,0,0
CUST472035,62,Female,North,1,1,21,One Year,Electronic Check,DSL,61.52,1269.41,43,3.93,3,1,0,0,0
CUST833596,32,Female,South,0,1,42,One Year,Bank Transfer,DSL,31.94,1322.58,53,35.16,2,1,0,0,0
CUST177416,43,Male,West,0,1,44,Month-to-Month,Electronic Check,Fiber Optic,50.59,2265.21,51,5.45,1,1,1,0,0
CUST364680,54,Male,North,0,1,72,One Year,Credit Card,Fiber Optic,99.87,7222.41,49,6.83,1,0,0,0,0
CUST862988,38,Female,North,0,0,1,Two Year,Credit Card,None,40.14,71.92,57,6.35,0,1,1,0,0
CUST773058,66,Male,North,1,0,1,Month-to-Month,Electronic Check,DSL,57.58,34.83,46,1.42,2,1,0,0,0
CUST436316,48,Female,West,0,1,72,One Year,Credit Card,DSL,82.92,5993.68,45,1.48,1,0,1,1,0
CUST674827,42,Male,North,0,1,31,One Year,Electronic Check,DSL,24.76,739.06,37,19.03,0,0,1,0,0
CUST808014,40,Female,East,0,1,37,Month-to-Month,Electronic Check,Fiber Optic,98.9,3682.61,60,5.76,0,0,1,1,0
CUST563563,41,Female,South,0,1,3,Two Year,Mailed Check,None,49.56,,43,2.92,3,0,0,0,1
CUST404490,74,Other,East,1,0,2,One Year,Credit Card,DSL,38.67,,49,14.76,1,1,0,0,1
CUST799245,55,Male,West,0,1,5,Month-to-Month,Credit Card,Fiber Optic,99.69,543.68,47,38.55,0,1,0,0,1
CUST221694,45,Female,North,0,0,16,Month-to-Month,Mailed Check,Fiber Optic,86.79,1410.48,43,33.14,2,0,1,1,0
CUST299694,38,Male,South,0,1,3,Month-to-Month,Mailed Check,Fiber Optic,39.38,79.68,62,15.42,1,1,0,0,1
CUST516919,71,Female,North,1,1,17,One Year,Mailed Check,Fiber Optic,55.46,867.41,39,2.55,4,0,0,1,0
CUST462893,60,Female,West,1,0,24,One Year,Bank Transfer,Fiber Optic,72.09,1673.52,40,2.01,1,1,1,0,0
CUST025871,35,Male,South,0,1,1,One Year,Credit Card,Fiber Optic,56.83,8.16,29,24.58,0,1,1,0,0
CUST594763,53,Female,East,0,1,3,Two Year,Electronic Check,DSL,97.11,440.91,40,39.5,2,1,0,0,0
CUST527233,52,Male,South,0,0,14,Month-to-Month,Electronic Check,None,86.58,1245.12,39,11.68,1,1,0,0,0
CUST689804,62,Female,North,1,1,1,One Year,Electronic Check,Fiber Optic,20.0,31.32,50,27.78,3,1,0,0,0
CUST682847,72,Female,South,1,1,4,Two Year,Credit Card,DSL,44.34,149.72,43,20.24,1,1,1,1,0
CUST919214,26,Female,West,0,1,7,Two Year,Bank Transfer,Fiber Optic,51.5,407.35,38,2.01,4,1,0,1,0
CUST623861,70,Male,West,1,0,16,Month-to-Month,Credit Card,Fiber Optic,53.24,842.2,49,3.03,1,1,0,1,1
CUST355191,55,Male,South,0,1,37,One Year,Credit Card,None,76.15,2834.69,44,0.84,0,0,0,0,0
CUST440989,75,Female,West,1,1,4,Month-to-Month,Credit Card,DSL,93.37,403.43,39,7.71,1,1,0,1,1
CUST713975,47,Male,West,0,1,40,Month-to-Month,Credit Card,Fiber Optic,48.99,1980.29,47,4.7,2,1,0,1,0
CUST084310,61,Male,West,1,1,57,Two Year,Credit Card,DSL,36.83,2102.62,42,6.66,1,1,0,0,0
CUST817210,51,Male,East,0,1,31,Month-to-Month,Bank Transfer,DSL,56.9,1713.2,47,0.1,4,1,1,0,0
CUST318781,49,Male,North,0,1,1,Month-to-Month,Mailed Check,Fiber Optic,20.0,22.99,46,15.33,1,0,1,0,0
CUST183787,20,Female,West,0,0,17,Two Year,Electronic Check,Fiber Optic,82.42,1455.49,43,2.69,2,0,0,0,0
CUST200354,20,Male,South,0,1,32,Two Year,Credit Card,Fiber Optic,61.87,2017.54,42,5.51,1,0,1,1,0
CUST633903,45,Female,West,0,0,72,Two Year,Credit Card,Fiber Optic,54.63,3949.45,32,6.18,0,0,0,0,0
CUST138840,61,Male,East,1,0,72,One Year,Credit Card,Fiber Optic,70.47,5114.51,49,0.82,1,0,0,0,0
CUST363028,32,Male,South,0,1,15,Month-to-Month,Electronic Check,None,42.06,570.99,49,5.46,2,1,1,0,0
CUST786715,58,Male,North,0,1,28,Month-to-Month,Bank Transfer,Fiber Optic,56.25,1566.89,50,27.61,2,0,1,0,1
CUST826911,40,Male,South,0,1,66,Two Year,Electronic Check,DSL,48.04,3168.65,44,26.84,0,1,1,1,0
CUST023940,57,Male,South,0,1,53,Two Year,Bank Transfer,Fiber Optic,20.0,1006.45,50,0.3,1,1,0,1,0
CUST897273,28,Female,South,0,0,19,Two Year,Mailed Check,DSL,64.83,1257.55,46,0.36,0,1,1,1,0
CUST885483,65,Male,South,1,0,9,Two Year,Credit Card,DSL,120.0,1114.14,43,10.82,2,1,0,0,0
CUST820736,49,Male,West,0,0,4,Month-to-Month,Bank Transfer,Fiber Optic,65.7,271.0,44,2.75,1,1,1,1,0
CUST161403,75,Male,North,1,1,20,Month-to-Month,Electronic Check,Fiber Optic,45.67,923.46,38,27.45,2,0,0,1,0
CUST194296,74,Male,West,1,0,38,Month-to-Month,Bank Transfer,Fiber Optic,66.42,2494.27,40,7.91,3,0,1,0,1
CUST802551,71,Female,East,1,0,72,Two Year,Bank Transfer,None,37.63,2680.11,42,4.73,2,1,0,1,0
CUST992821,53,Female,East,0,0,59,Month-to-Month,Mailed Check,DSL,50.08,2886.64,51,36.76,1,0,0,1,1
CUST273397,50,Male,South,0,1,6,One Year,Credit Card,DSL,54.35,316.85,44,4.59,2,0,1,0,0
CUST087972,41,Male,West,0,1,38,Month-to-Month,Credit Card,DSL,51.13,1913.1,41,4.64,1,0,0,1,0
CUST150971,56,Other,West,0,1,10,One Year,Electronic Check,DSL,57.65,536.39,50,1.71,1,1,1,0,1
CUST064162,51,Male,North,0,0,34,Two Year,Electronic Check,Fiber Optic,82.27,2799.95,41,3.02,3,1,1,1,0
CUST808252,73,Female,North,1,0,32,One Year,Mailed Check,DSL,54.83,1736.12,40,17.15,2,1,1,0,0
CUST708863,45,Male,North,0,0,9,Two Year,Bank Transfer,Fiber Optic,57.6,448.01,40,17.11,2,0,1,1,0
CUST806622,54,Female,West,0,0,8,One Year,Bank Transfer,Fiber Optic,20.0,132.3,42,5.86,2,0,0,1,0
CUST541092,24,Female,North,0,0,3,Month-to-Month,Electronic Check,Fiber Optic,31.93,89.17,40,5.16,1,1,1,0,1
CUST274817,21,Female,North,0,0,1,Month-to-Month,Credit Card,DSL,67.04,12.18,48,6.5,3,0,0,1,0
CUST076844,54,Male,North,0,0,58,Two Year,Bank Transfer,Fiber Optic,93.54,5443.12,43,,2,0,0,1,0
CUST206654,73,Male,South,1,0,1,Month-to-Month,Mailed Check,Fiber Optic,60.29,64.07,43,11.23,3,0,0,1,0
CUST652487,18,Male,East,0,0,2,Month-to-Month,Electronic Check,DSL,63.15,82.57,45,21.74,2,0,0,0,0
CUST477616,18,Male,East,0,1,8,Month-to-Month,Bank Transfer,Fiber Optic,29.53,275.21,34,0.11,0,1,0,0,1
CUST651901,64,Male,West,1,1,65,Month-to-Month,Credit Card,DSL,44.48,,52,32.99,1,1,0,1,0
CUST357714,37,Male,West,0,1,12,Month-to-Month,Credit Card,None,70.96,847.94,50,1.51,2,1,0,1,0
CUST422353,36,Female,South,0,0,6,One Year,Mailed Check,Fiber Optic,95.07,559.85,40,27.6,0,0,0,0,0
CUST064336,46,Female,East,0,0,37,Two Year,Mailed Check,Fiber Optic,70.03,2575.04,59,3.19,5,0,1,1,0
CUST347455,27,Male,North,0,1,11,Two Year,Electronic Check,Fiber Optic,61.72,652.66,37,29.87,1,1,0,0,0
CUST519343,35,Male,North,0,0,12,Month-to-Month,Electronic Check,Fiber Optic,71.46,810.72,54,18.58,2,1,1,1,1
CUST242217,45,Other,West,0,1,40,One Year,Credit Card,Fiber Optic,39.73,1594.88,36,3.76,3,0,0,1,0
CUST364505,52,Female,East,0,1,8,Two Year,Credit Card,Fiber Optic,41.71,295.62,45,0.34,0,0,0,0,0
CUST738246,60,Female,West,1,1,68,Two Year,Bank Transfer,Fiber Optic,59.23,3897.38,40,15.1,2,1,1,0,0
CUST033240,64,Male,West,1,1,24,Month-to-Month,Bank Transfer,Fiber Optic,36.12,968.43,50,20.7,1,0,0,1,1
CUST300210,48,Male,North,0,1,23,Month-to-Month,Bank Transfer,DSL,82.5,1982.42,50,13.66,3,0,1,1,1
CUST713330,44,Male,North,0,1,9,Two Year,Mailed Check,DSL,88.48,801.86,55,5.77,2,0,0,1,0
CUST537306,28,Male,East,0,0,54,Two Year,Mailed Check,DSL,58.19,3077.39,34,1.64,1,0,0,0,0
CUST558649,66,Female,West,1,0,25,One Year,Bank Transfer,Fiber Optic,83.89,2212.25,41,5.12,2,0,0,1,0
CUST645009,66,Female,South,1,0,5,Month-to-Month,Credit Card,DSL,102.18,536.9,50,3.75,0,1,1,0,0
CUST805293,55,Male,East,0,0,6,One Year,Electronic Check,Fiber Optic,75.08,432.11,39,15.41,1,1,0,1,1
CUST023555,22,Other,West,0,0,18,Month-to-Month,Mailed Check,DSL,87.42,1649.27,50,2.08,3,0,0,1,0
CUST981156,25,Male,East,0,0,45,Month-to-Month,Mailed Check,DSL,63.1,2789.7,49,20.55,1,0,0,1,0
CUST533854,51,Other,East,0,1,72,Month-to-Month,Bank Transfer,Fiber Optic,87.51,6196.67,35,11.36,0,0,1,0,0
CUST555621,65,Other,East,1,0,32,Month-to-Month,Electronic Check,DSL,61.87,1947.32,52,7.91,1,1,1,1,0
CUST642904,69,Male,South,1,0,21,Month-to-Month,Mailed Check,Fiber Optic,47.58,1035.13,47,5.36,0,0,1,0,0
CUST884190,73,Male,South,1,0,8,Month-to-Month,Electronic Check,Fiber Optic,82.34,772.64,44,8.5,0,1,1,1,1
CUST838375,29,Female,North,0,1,33,Month-to-Month,Mailed Check,DSL,70.49,2290.67,53,9.32,2,0,1,0,1
CUST477834,55,Female,North,0,0,72,Month-to-Month,Electronic Check,None,84.49,6025.39,55,3.25,0,1,1,0,0
CUST427015,18,Female,West,0,1,19,Month-to-Month,Electronic Check,Fiber Optic,46.47,884.64,41,53.85,3,0,1,0,0
CUST220936,48,Other,East,0,1,5,Month-to-Month,Mailed Check,Fiber Optic,72.94,364.12,40,28.84,0,1,1,0,0
CUST936893,21,Female,West,0,1,3,Month-to-Month,Electronic Check,Fiber Optic,88.56,359.86,41,5.95,1,0,1,0,0
CUST892901,66,Male,North,1,0,9,Month-to-Month,Credit Card,DSL,53.85,497.31,48,3.52,1,0,0,1,1
CUST295274,62,Male,South,1,1,25,Month-to-Month,Mailed Check,DSL,85.03,2231.29,39,4.4,2,0,0,1,1
CUST281545,67,Female,North,1,1,72,Month-to-Month,Mailed Check,Fiber Optic,104.32,7579.86,38,47.05,0,0,0,1,0
CUST961112,22,Male,West,0,0,10,Month-to-Month,Credit Card,Fiber Optic,50.28,548.94,49,,2,0,0,0,0
CUST957760,47,Female,North,0,0,10,Two Year,Electronic Check,DSL,71.64,643.21,48,29.16,1,1,0,1,1
CUST866171,73,Male,West,1,0,19,One Year,Credit Card,DSL,108.87,,51,0.73,1,1,1,1,1
CUST703100,41,Male,West,0,1,72,Two Year,Mailed Check,Fiber Optic,371.96,26794.09,52,18.0,2,0,0,0,0
CUST084334,20,Male,West,0,0,16,One Year,Credit Card,DSL,75.12,1070.94,46,17.23,4,1,1,0,0
CUST602953,28,Female,West,0,1,7,Two Year,Electronic Check,DSL,82.32,542.93,45,12.63,3,0,0,1,0
CUST738658,62,Male,North,1,0,5,Month-to-Month,Credit Card,DSL,65.51,311.47,48,1.55,3,1,0,1,0
CUST225358,21,Female,West,0,1,18,One Year,Mailed Check,Fiber Optic,120.0,2120.78,47,47.81,0,1,1,1,0
CUST723709,43,Female,West,0,1,48,One Year,Electronic Check,DSL,77.27,,36,2.87,0,1,0,0,0
CUST570558,44,Female,East,0,0,10,Two Year,Mailed Check,Fiber Optic,98.62,1011.01,43,14.84,0,0,1,0,0
CUST266566,63,Female,West,1,0,21,Month-to-Month,Mailed Check,None,85.84,1792.33,41,16.71,0,1,1,0,0
CUST779704,71,Male,North,1,0,27,Two Year,Bank Transfer,Fiber Optic,102.36,2671.83,44,17.12,1,0,0,0,0
CUST494583,60,Female,West,1,0,17,One Year,Mailed Check,Fiber Optic,69.4,1153.38,46,20.98,1,0,0,1,0
CUST275137,44,Male,South,0,1,6,One Year,Mailed Check,Fiber Optic,32.37,274.0,44,54.25,0,1,1,0,0
CUST342738,59,Male,South,0,0,72,Two Year,Electronic Check,Fiber Optic,78.66,5633.0,48,1.21,1,1,1,1,0
CUST025252,68,Male,West,1,1,25,Two Year,Electronic Check,DSL,22.85,551.36,60,7.67,1,0,0,0,0
CUST489345,67,Female,South,1,0,39,One Year,Electronic Check,DSL,56.66,2144.52,47,44.19,0,0,1,0,0
CUST632036,23,Female,South,0,0,30,Month-to-Month,Credit Card,DSL,53.34,1608.56,41,25.65,4,0,1,0,0
CUST749427,32,Female,North,0,1,72,Month-to-Month,Credit Card,DSL,55.3,3997.75,42,56.03,2,1,0,1,0
CUST082964,70,Female,East,1,1,18,Month-to-Month,Electronic Check,None,96.61,1748.14,44,10.48,2,1,0,1,0
CUST360544,47,Female,South,0,0,16,Month-to-Month,Credit Card,None,64.36,970.93,53,13.41,1,1,0,1,0
CUST243668,59,Male,South,0,1,13,Month-to-Month,Bank Transfer,DSL,116.39,1538.66,52,3.68,1,0,0,0,1
CUST142583,54,Female,East,0,0,13,One Year,Credit Card,Fiber Optic,63.38,803.4,55,7.36,3,1,1,1,0
CUST830193,75,Male,East,1,1,9,Two Year,Bank Transfer,Fiber Optic,20.0,191.89,41,0.25,0,1,1,0,1
CUST392301,54,Other,South,0,0,72,Month-to-Month,Electronic Check,Fiber Optic,50.19,3653.56,36,15.26,1,1,0,0,0
CUST354295,59,Female,West,0,0,61,One Year,Electronic Check,Fiber Optic,86.27,5283.22,43,31.22,2,0,0,1,0
CUST310731,54,Female,South,0,1,11,Month-to-Month,Credit Card,DSL,31.31,377.07,48,1.43,3,0,0,1,1
CUST256651,52,Female,West,0,0,10,Two Year,Electronic Check,Fiber Optic,56.1,595.52,49,7.27,1,0,1,1,0
CUST975718,40,Male,West,0,0,3,Month-to-Month,Electronic Check,Fiber Optic,85.41,299.91,49,11.71,0,1,1,0,1
CUST644606,23,Female,West,0,0,62,One Year,Mailed Check,Fiber Optic,57.11,3589.8,32,12.0,3,1,0,0,0
CUST622657,21,Male,East,0,1,13,Two Year,Electronic Check,Fiber Optic,51.13,724.73,39,4.39,0,1,1,0,0
CUST410869,35,Female,South,0,1,25,Month-to-Month,Mailed Check,None,96.36,2430.64,42,0.24,1,0,0,1,0
CUST231433,26,Female,South,0,1,69,One Year,Electronic Check,Fiber Optic,59.33,4135.67,46,26.25,1,1,0,0,0
CUST252576,66,Female,North,1,1,15,Two Year,Bank Transfer,Fiber Optic,38.94,592.72,34,1.16,1,0,0,1,0
CUST111939,46,Female,East,0,1,49,Month-to-Month,Bank Transfer,DSL,85.84,4240.58,49,2.35,3,0,0,1,0
CUST429981,30,Male,North,0,0,16,Two Year,Electronic Check,Fiber Optic,93.42,1471.85,40,39.49,0,0,1,0,0
CUST395727,64,Male,North,1,0,36,Two Year,Bank Transfer,Fiber Optic,69.51,2414.48,45,8.33,4,0,0,0,0
CUST830235,69,Female,West,1,1,16,Month-to-Month,Bank Transfer,DSL,50.51,880.72,49,24.86,3,0,1,0,0
CUST381103,34,Male,East,0,0,14,Month-to-Month,Bank Transfer,Fiber Optic,42.82,609.13,51,27.27,1,1,1,0,0
CUST430475,62,Male,North,1,0,72,One Year,Credit Card,DSL,51.16,3691.98,39,54.61,0,0,1,1,0
CUST699540,49,Female,South,0,1,28,Two Year,Bank Transfer,DSL,33.49,982.55,52,0.5,3,0,0,1,0
CUST878937,65,Female,North,1,1,13,Month-to-Month,Mailed Check,DSL,52.69,651.75,38,0.65,0,1,1,0,1
CUST275540,39,Female,East,0,0,8,One Year,Credit Card,DSL,78.73,624.52,58,2.54,2,1,0,1,0
CUST400843,21,Male,South,0,0,1,Month-to-Month,Mailed Check,Fiber Optic,83.42,54.21,49,12.82,4,1,0,1,0
CUST586720,22,Female,South,0,1,36,Two Year,Mailed Check,None,65.68,2355.03,50,3.65,2,0,1,0,0
CUST608803,54,Male,South,0,1,13,One Year,Mailed Check,Fiber Optic,74.56,949.75,45,8.21,2,1,1,0,0
CUST270198,58,Female,West,0,0,51,One Year,Credit Card,Fiber Optic,59.12,2987.5,38,18.52,1,0,1,0,0
CUST829126,66,Male,South,1,0,13,One Year,Electronic Check,Fiber Optic,46.74,626.97,41,2.47,1,0,0,0,0
CUST911709,30,Female,West,0,1,14,Two Year,Bank Transfer,DSL,56.44,697.07,49,4.04,0,0,1,1,0
CUST616526,51,Female,West,0,0,45,Month-to-Month,Bank Transfer,DSL,93.11,4255.72,50,15.6,1,1,1,1,0
CUST776243,62,Male,North,1,1,20,Two Year,Electronic Check,DSL,20.0,364.41,34,0.09,1,1,1,1,0
CUST881341,39,Female,North,0,0,64,Month-to-Month,Electronic Check,Fiber Optic,36.34,2350.35,49,17.0,1,0,0,0,1
CUST942990,70,Female,South,1,0,26,One Year,Mailed Check,Fiber Optic,53.17,1409.52,55,13.53,2,0,1,0,0
CUST131833,40,Male,East,0,0,8,Two Year,Credit Card,DSL,37.22,282.91,36,1.67,0,0,1,0,0
CUST542462,68,Female,South,1,1,25,Month-to-Month,Mailed Check,Fiber Optic,75.95,1920.54,46,3.35,0,0,1,0,1
CUST308030,20,Male,North,0,1,1,Two Year,Bank Transfer,None,26.66,,43,0.19,0,1,1,0,0
CUST141137,59,Female,South,0,0,11,One Year,Electronic Check,DSL,95.08,,41,10.45,1,0,1,1,0
CUST129234,51,Female,North,0,1,6,Two Year,Bank Transfer,Fiber Optic,113.91,671.34,48,6.07,4,1,1,1,0
CUST210817,49,Male,South,0,0,31,Month-to-Month,Electronic Check,DSL,71.22,2230.54,51,6.61,0,1,0,0,1
CUST326301,62,Female,East,1,1,4,Month-to-Month,Credit Card,Fiber Optic,49.53,181.11,38,1.31,1,0,1,1,0
CUST380941,68,Male,South,1,0,10,Two Year,Mailed Check,Fiber Optic,88.17,873.61,47,5.21,2,1,1,1,0
CUST321846,75,Male,East,1,1,12,Two Year,Bank Transfer,Fiber Optic,57.93,736.59,54,30.16,1,1,1,1,0
CUST108728,66,Other,East,1,0,1,Month-to-Month,Credit Card,Fiber Optic,43.64,63.45,59,0.8,0,1,0,0,1
CUST721433,38,Female,South,0,1,1,Two Year,Bank Transfer,Fiber Optic,66.32,183.2,44,44.25,1,0,1,0,0
CUST458372,63,Male,East,1,1,11,One Year,Electronic Check,DSL,25.58,236.09,37,22.61,1,1,1,0,0
CUST670649,61,Male,East,1,0,7,Two Year,Bank Transfer,DSL,46.5,261.23,42,2.72,2,1,0,0,1
CUST703819,38,Male,North,0,0,3,One Year,Credit Card,Fiber Optic,45.86,233.13,32,14.67,1,1,0,0,0
CUST805635,61,Other,North,1,0,5,Month-to-Month,Credit Card,DSL,62.64,326.3,47,1.14,2,1,0,1,0
CUST945295,28,Male,East,0,1,54,Month-to-Month,Mailed Check,DSL,25.26,1430.63,44,2.09,2,1,0,1,0
CUST662219,56,Male,West,0,0,34,Two Year,Bank Transfer,DSL,41.83,1372.1,35,8.03,2,1,0,1,0
CUST942170,21,Female,South,0,1,19,Month-to-Month,Electronic Check,DSL,52.16,966.69,53,6.14,5,0,1,0,1
CUST601794,68,Male,East,1,1,71,Two Year,Bank Transfer,DSL,76.85,5463.15,45,20.25,3,1,0,0,0
CUST757503,18,Male,South,0,0,1,Two Year,Mailed Check,Fiber Optic,65.06,65.08,42,33.61,3,1,1,0,0
CUST783261,45,Male,North,0,0,12,Month-to-Month,Electronic Check,DSL,105.87,1266.65,48,34.34,1,0,1,1,0
CUST571247,41,Male,South,0,1,52,One Year,Electronic Check,Fiber Optic,42.38,2124.69,42,1.91,1,0,0,0,0
CUST151117,52,Male,East,0,1,29,One Year,Mailed Check,Fiber Optic,87.08,2519.62,44,13.91,0,1,1,0,0
CUST679216,30,Female,East,0,1,72,One Year,Electronic Check,Fiber Optic,87.06,6285.56,47,10.15,3,1,1,0,0
CUST153928,64,Male,East,1,0,72,Month-to-Month,Credit Card,Fiber Optic,69.51,4987.86,43,5.55,1,0,1,0,0
CUST180673,51,Female,East,0,0,5,Two Year,Credit Card,None,68.54,391.71,48,63.18,1,1,0,1,0
CUST022609,28,Female,West,0,1,72,One Year,Electronic Check,DSL,71.6,5204.36,41,7.31,3,1,0,0,0
CUST494149,53,Female,West,0,1,72,Two Year,Bank Transfer,Fiber Optic,41.52,3000.24,50,13.14,1,1,0,0,0
CUST251552,68,Female,West,1,1,14,One Year,Electronic Check,DSL,89.01,,40,8.39,1,0,0,1,0
CUST195769,34,Male,East,0,0,72,Month-to-Month,Bank Transfer,Fiber Optic,66.87,4832.65,40,1.3,0,1,0,1,0
CUST683508,52,Male,West,0,0,1,One Year,Mailed Check,DSL,34.94,,46,1.83,0,0,1,0,0
CUST629140,35,Male,South,0,0,32,Two Year,Credit Card,DSL,94.78,3037.87,55,16.64,1,1,0,1,0
CUST804025,57,Male,East,0,1,9,Month-to-Month,Credit Card,DSL,62.28,523.26,40,19.41,2,1,0,1,1
CUST489377,39,Female,North,0,0,4,Two Year,Mailed Check,Fiber Optic,66.32,307.52,44,5.43,2,0,0,0,0
CUST193929,74,Female,East,1,1,25,Month-to-Month,Mailed Check,DSL,20.0,521.42,44,0.83,1,1,1,1,0
CUST274235,41,Female,South,0,1,10,Two Year,Credit Card,Fiber Optic,62.94,609.43,43,37.76,1,0,0,1,0
